file,collection,kind,slug,route,locale,title,words,tables,mdLinks,quickAnswer,properties,dataPoints,faqs,checklist,source,sourceUrl,relatedEntityCount,rendered
src\content\derived\procurement\moq-for-titanium-parts.md,procurement,Procurement,moq-for-titanium-parts,/procurement/moq-for-titanium-parts/,en,Minimum Order Quantities (MOQ) for Titanium Parts,29,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\payment-terms.md,procurement,Procurement,payment-terms,/procurement/payment-terms/,en,Payment Terms for Titanium CNC Manufacturing,0,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\ppap-for-titanium-parts.md,procurement,Procurement,ppap-for-titanium-parts,/procurement/ppap-for-titanium-parts/,en,PPAP for Titanium Parts,0,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\production-lead-time.md,procurement,Procurement,production-lead-time,/procurement/production-lead-time/,en,Production Lead Time Guide,0,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\prototype-lead-time.md,procurement,Procurement,prototype-lead-time,/procurement/prototype-lead-time/,en,Prototype Lead Time Guide,0,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\rfq-checklist.md,procurement,Procurement,rfq-checklist,/procurement/rfq-checklist/,en,RFQ Checklist for Titanium Parts,26,0,0,true,false,false,false,true,false,false,0,NO
src\content\derived\procurement\risk-management.md,procurement,Procurement,risk-management,/procurement/risk-management/,en,Risk Management for Titanium Parts Procurement,0,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\supplier-qualification.md,procurement,Procurement,supplier-qualification,/procurement/supplier-qualification/,en,Supplier Qualification Guide for Titanium Manufacturing,0,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\titanium-bar-stock-guide.md,procurement,Procurement,titanium-bar-stock-guide,/procurement/titanium-bar-stock-guide/,en,titanium-bar-stock-guide,81,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\procurement\titanium-cnc-lead-time.md,procurement,Procurement,titanium-cnc-lead-time,/procurement/titanium-cnc-lead-time/,en,Titanium CNC Machining Lead Time Guide,20,0,0,true,false,false,false,false,false,false,0,NO
src\content\derived\procurement\titanium-forging-guide.md,procurement,Procurement,titanium-forging-guide,/procurement/titanium-forging-guide/,en,titanium-forging-guide,98,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\procurement\titanium-plate-stock-guide.md,procurement,Procurement,titanium-plate-stock-guide,/procurement/titanium-plate-stock-guide/,en,titanium-plate-stock-guide,71,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\procurement\titanium-tube-specifications.md,procurement,Procurement,titanium-tube-specifications,/procurement/titanium-tube-specifications/,en,titanium-tube-specifications,74,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\guides\anodizing-guide.md,guides,Guide,anodizing-guide,/guides/anodizing-guide/,en,anodizing-guide,77,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\dfm-titanium-guide.md,guides,Guide,dfm-titanium-guide,/guides/dfm-titanium-guide/,en,dfm-titanium-guide,96,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\grade-2-guide.md,guides,Guide,grade-2-guide,/guides/grade-2-guide/,en,grade-2-guide,82,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\grade-23-guide.md,guides,Guide,grade-23-guide,/guides/grade-23-guide/,en,grade-23-guide,79,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\grade-5-guide.md,guides,Guide,grade-5-guide,/guides/grade-5-guide/,en,grade-5-guide,90,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\grade-selection-guide.md,guides,Guide,grade-selection-guide,/guides/grade-selection-guide/,en,grade-selection-guide,92,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\procurement-guide.md,guides,Guide,procurement-guide,/guides/procurement-guide/,en,procurement-guide,75,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\surface-finish-guide.md,guides,Guide,surface-finish-guide,/guides/surface-finish-guide/,en,surface-finish-guide,60,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\titanium-heat-treatment-guide.md,guides,Guide,titanium-heat-treatment-guide,/guides/titanium-heat-treatment-guide/,en,titanium-heat-treatment-guide,74,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\titanium-machining-cost-reduction.md,guides,Guide,titanium-machining-cost-reduction,/guides/titanium-machining-cost-reduction/,en,titanium-machining-cost-reduction,77,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\guides\welding-titanium-guide.md,guides,Guide,welding-titanium-guide,/guides/welding-titanium-guide/,en,welding-titanium-guide,81,0,0,false,false,false,false,false,false,false,0,YES
src\content\derived\cases\5-axis-structural-bracket.md,cases,CaseStudy,5-axis-structural-bracket,/cases/5-axis-structural-bracket/,en,Complex 5-Axis Titanium Structural Bracket — Single-Setup Consolidation,0,0,0,false,false,false,false,false,false,false,21,NO
src\content\derived\cases\aerospace-bracket-case.md,cases,CaseStudy,aerospace-bracket-case,/cases/aerospace-bracket-case/,en,aerospace-bracket-case,92,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\cases\aerospace-thin-wall-housing.md,cases,CaseStudy,aerospace-thin-wall-housing,/cases/aerospace-thin-wall-housing/,en,Thin-Wall Aerospace Housing — Distortion Control via Symmetric Machining,0,0,0,false,false,false,false,false,false,false,16,NO
src\content\derived\cases\complex-5-axis-titanium-bracket.md,cases,CaseStudy,complex-5-axis-titanium-bracket,/cases/complex-5-axis-titanium-bracket/,en,Complex 5-Axis Titanium Structural Bracket — Multi-Setup Elimination,0,0,0,false,false,false,false,false,false,false,21,NO
src\content\derived\cases\grade-23-orthopedic-component.md,cases,CaseStudy,grade-23-orthopedic-component,/cases/grade-23-orthopedic-component/,en,Grade 23 Orthopedic Implant Component — Surface Integrity,0,0,0,false,false,false,false,false,false,false,19,NO
src\content\derived\cases\medical-fixture.md,cases,CaseStudy,medical-fixture,/cases/medical-fixture/,en,Medical Implant Fixture — Micro-Machining Precision at ±0.005mm,0,0,0,false,false,false,false,false,false,false,17,NO
src\content\derived\cases\medical-implant-dmls-case.md,cases,CaseStudy,medical-implant-dmls-case,/cases/medical-implant-dmls-case/,en,medical-implant-dmls-case,98,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\cases\medical-implant-fixture.md,cases,CaseStudy,medical-implant-fixture,/cases/medical-implant-fixture/,en,Medical Implant Fixture — Micro-Machining Precision,0,0,0,false,false,false,false,false,false,false,17,NO
src\content\derived\cases\medical-instrument-case.md,cases,CaseStudy,medical-instrument-case,/cases/medical-instrument-case/,en,medical-instrument-case,81,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\cases\oil-gas-downhole-case.md,cases,CaseStudy,oil-gas-downhole-case,/cases/oil-gas-downhole-case/,en,oil-gas-downhole-case,90,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\cases\orthopedic-component.md,cases,CaseStudy,orthopedic-component,/cases/orthopedic-component/,en,Grade 23 Orthopedic Implant Component — Surface Integrity for Articulating Surfaces,0,0,0,false,false,false,false,false,false,false,19,NO
src\content\derived\cases\semiconductor-chamber-case.md,cases,CaseStudy,semiconductor-chamber-case,/cases/semiconductor-chamber-case/,en,semiconductor-chamber-case,89,0,0,false,false,false,false,false,false,false,0,NO
src\content\derived\cases\semiconductor-vacuum-component.md,cases,CaseStudy,semiconductor-vacuum-component,/cases/semiconductor-vacuum-component/,en,Semiconductor Vacuum Chamber Component — Weld Distortion Control,0,0,0,false,false,false,false,false,false,false,15,NO
src\content\derived\cases\thin-wall-aerospace-housing.md,cases,CaseStudy,thin-wall-aerospace-housing,/cases/thin-wall-aerospace-housing/,en,Thin-Wall Aerospace Housing — Distortion Control,0,0,0,false,false,false,false,false,false,false,16,NO
src\content\derived\cases\titanium-exhaust-system.md,cases,CaseStudy,titanium-exhaust-system,/cases/titanium-exhaust-system/,en,titanium-exhaust-system,98,0,0,false,false,false,false,false,false,false,0,NO
src\content\applications\aerospace-structural.md,applications,Application,aerospace-structural,/applications/aerospace-structural/,en,Aerospace Structural Components,113,1,0,false,false,false,false,false,false,false,0,NO
src\content\applications\industrial-components.md,applications,Application,industrial-components,/applications/industrial-components/,en,Industrial Components & Chemical Processing,112,1,0,false,false,false,false,false,false,false,0,NO
src\content\applications\medical-implants.md,applications,Application,medical-implants,/applications/medical-implants/,en,Medical Implants & Surgical Instruments,116,1,0,false,false,false,false,false,false,false,0,NO
src\content\applications\semiconductor-vacuum.md,applications,Application,semiconductor-vacuum,/applications/semiconductor-vacuum/,en,Semiconductor Vacuum Components,104,1,0,false,false,false,false,false,false,false,0,NO
src\content\site\blog\getting-started.md,blog,Blog,getting-started,/blog/getting-started/,en,Getting Started with Astro + Cloudflare,255,0,1,false,false,false,true,false,false,false,0,YES
src\content\site\blog\seo-multilingual.md,blog,Blog,seo-multilingual,/blog/seo-multilingual/,en,Optimizing SEO for Multilingual Websites,262,0,0,false,false,false,false,false,false,false,0,YES
src\content\site\blog\welcome.md,blog,Blog,welcome,/blog/welcome/,en,Welcome to the Blog,30,0,0,false,false,false,false,false,false,false,0,YES
src\content\site\faqs\content.json,faqs,FAQ,content,/faq/content/,en,content,48,0,0,false,false,false,false,false,false,false,0,YES
src\content\site\faqs\customization.json,faqs,FAQ,customization,/faq/customization/,en,customization,50,0,0,false,false,false,false,false,false,false,0,YES
